**Nodal Force
*CLoad
Part-1-1.1, 1, -5.1604442974441551e-006
Part-1-1.1, 2, -1.7946648574854112e-005
Part-1-1.1, 3, -8.2454164572341488e-011
Part-1-1.1, 4, 0.0000000000000000e+000
Part-1-1.1, 5, 0.0000000000000000e+000
Part-1-1.1, 6, 0.0000000000000000e+000
Part-1-1.2, 1, 2.0615303232556573e-007
Part-1-1.2, 2, 5.5051698022799330e-005
Part-1-1.2, 3, 5.4707993193161074e-011
Part-1-1.2, 4, 0.0000000000000000e+000
Part-1-1.2, 5, 0.0000000000000000e+000
Part-1-1.2, 6, 0.0000000000000000e+000
Part-1-1.3, 1, 8.8964986029561124e-008
Part-1-1.3, 2, 2.6429934601227427e-005
Part-1-1.3, 3, -5.2520624300031515e-011
Part-1-1.3, 4, 0.0000000000000000e+000
Part-1-1.3, 5, 0.0000000000000000e+000
Part-1-1.3, 6, 0.0000000000000000e+000
Part-1-1.4, 1, -1.0217073991005572e-005
Part-1-1.4, 2, -3.4430523681805203e-005
Part-1-1.4, 3, 8.4838136117282525e-011
Part-1-1.4, 4, 0.0000000000000000e+000
Part-1-1.4, 5, 0.0000000000000000e+000
Part-1-1.4, 6, 0.0000000000000000e+000
Part-1-1.5, 1, -1.0919440187514013e-005
Part-1-1.5, 2, -4.0414539835879181e-005
Part-1-1.5, 3, -3.2355767435453081e-010
Part-1-1.5, 4, 0.0000000000000000e+000
Part-1-1.5, 5, 0.0000000000000000e+000
Part-1-1.5, 6, 0.0000000000000000e+000
Part-1-1.6, 1, -3.1692583263227675e-006
Part-1-1.6, 2, -1.1935227904934830e-005
Part-1-1.6, 3, -1.1023837304785420e-010
Part-1-1.6, 4, 0.0000000000000000e+000
Part-1-1.6, 5, 0.0000000000000000e+000
Part-1-1.6, 6, 0.0000000000000000e+000
Part-1-1.7, 1, 4.4490663558730940e-006
Part-1-1.7, 2, 1.7940332207487177e-005
Part-1-1.7, 3, 4.2004734476669704e-010
Part-1-1.7, 4, 0.0000000000000000e+000
Part-1-1.7, 5, 0.0000000000000000e+000
Part-1-1.7, 6, 0.0000000000000000e+000
Part-1-1.8, 1, 1.1291711242037946e-005
Part-1-1.8, 2, 4.7203213373439741e-005
Part-1-1.8, 3, 8.6764422834167093e-010
Part-1-1.8, 4, 0.0000000000000000e+000
Part-1-1.8, 5, 0.0000000000000000e+000
Part-1-1.8, 6, 0.0000000000000000e+000
Part-1-1.9, 1, 1.7381746570612228e-005
Part-1-1.9, 2, 7.5581859065719880e-005
Part-1-1.9, 3, 1.3157417098069609e-009
Part-1-1.9, 4, 0.0000000000000000e+000
Part-1-1.9, 5, 0.0000000000000000e+000
Part-1-1.9, 6, 0.0000000000000000e+000
Part-1-1.10, 1, 2.2697045646777123e-005
Part-1-1.10, 2, 1.0289235152865622e-004
Part-1-1.10, 3, 1.7806454209772433e-009
Part-1-1.10, 4, 0.0000000000000000e+000
Part-1-1.10, 5, 0.0000000000000000e+000
Part-1-1.10, 6, 0.0000000000000000e+000
Part-1-1.11, 1, 2.7119873528601215e-005
Part-1-1.11, 2, 1.2848871231328768e-004
Part-1-1.11, 3, 2.2311607885339638e-009
Part-1-1.11, 4, 0.0000000000000000e+000
Part-1-1.11, 5, 0.0000000000000000e+000
Part-1-1.11, 6, 0.0000000000000000e+000
Part-1-1.12, 1, 3.0795107709014395e-005
Part-1-1.12, 2, 1.5285799284062694e-004
Part-1-1.12, 3, 2.6402450882638741e-009
Part-1-1.12, 4, 0.0000000000000000e+000
Part-1-1.12, 5, 0.0000000000000000e+000
Part-1-1.12, 6, 0.0000000000000000e+000
Part-1-1.13, 1, 3.3765413317441253e-005
Part-1-1.13, 2, 1.7594001346636092e-004
Part-1-1.13, 3, 2.9315040866368626e-009
Part-1-1.13, 4, 0.0000000000000000e+000
Part-1-1.13, 5, 0.0000000000000000e+000
Part-1-1.13, 6, 0.0000000000000000e+000
Part-1-1.14, 1, 3.6005397593897291e-005
Part-1-1.14, 2, 1.9705126508008224e-004
Part-1-1.14, 3, 3.1294844307487262e-009
Part-1-1.14, 4, 0.0000000000000000e+000
Part-1-1.14, 5, 0.0000000000000000e+000
Part-1-1.14, 6, 0.0000000000000000e+000
Part-1-1.15, 1, 3.7849870816979435e-005
Part-1-1.15, 2, 2.1757197347682788e-004
Part-1-1.15, 3, 3.2803592308673052e-009
Part-1-1.15, 4, 0.0000000000000000e+000
Part-1-1.15, 5, 0.0000000000000000e+000
Part-1-1.15, 6, 0.0000000000000000e+000
Part-1-1.16, 1, 3.9433280427026191e-005
Part-1-1.16, 2, 2.3809288869310692e-004
Part-1-1.16, 3, 3.4575625409556884e-009
Part-1-1.16, 4, 0.0000000000000000e+000
Part-1-1.16, 5, 0.0000000000000000e+000
Part-1-1.16, 6, 0.0000000000000000e+000
Part-1-1.17, 1, 4.0539524666765945e-005
Part-1-1.17, 2, 2.5755671515617835e-004
Part-1-1.17, 3, 3.8918575371915180e-009
Part-1-1.17, 4, 0.0000000000000000e+000
Part-1-1.17, 5, 0.0000000000000000e+000
Part-1-1.17, 6, 0.0000000000000000e+000
Part-1-1.18, 1, 4.1268890896413891e-005
Part-1-1.18, 2, 2.7754272955657507e-004
Part-1-1.18, 3, 4.5286608600426780e-009
Part-1-1.18, 4, 0.0000000000000000e+000
Part-1-1.18, 5, 0.0000000000000000e+000
Part-1-1.18, 6, 0.0000000000000000e+000
Part-1-1.19, 1, 4.1505925128873054e-005
Part-1-1.19, 2, 2.9784401898906896e-004
Part-1-1.19, 3, 5.1755963262919224e-009
Part-1-1.19, 4, 0.0000000000000000e+000
Part-1-1.19, 5, 0.0000000000000000e+000
Part-1-1.19, 6, 0.0000000000000000e+000
Part-1-1.20, 1, 4.0915261534135417e-005
Part-1-1.20, 2, 3.1625448149003754e-004
Part-1-1.20, 3, 5.8341967163343771e-009
Part-1-1.20, 4, 0.0000000000000000e+000
Part-1-1.20, 5, 0.0000000000000000e+000
Part-1-1.20, 6, 0.0000000000000000e+000
Part-1-1.21, 1, 3.9770996165262110e-005
Part-1-1.21, 2, 3.3423968349546016e-004
Part-1-1.21, 3, 6.1694994775129065e-009
Part-1-1.21, 4, 0.0000000000000000e+000
Part-1-1.21, 5, 0.0000000000000000e+000
Part-1-1.21, 6, 0.0000000000000000e+000
Part-1-1.22, 1, 3.8277838466544438e-005
Part-1-1.22, 2, 3.5226262808598713e-004
Part-1-1.22, 3, 6.4269529328655799e-009
Part-1-1.22, 4, 0.0000000000000000e+000
Part-1-1.22, 5, 0.0000000000000000e+000
Part-1-1.22, 6, 0.0000000000000000e+000
Part-1-1.23, 1, 3.6316083916749888e-005
Part-1-1.23, 2, 3.6876207269940462e-004
Part-1-1.23, 3, 6.6152982467316795e-009
Part-1-1.23, 4, 0.0000000000000000e+000
Part-1-1.23, 5, 0.0000000000000000e+000
Part-1-1.23, 6, 0.0000000000000000e+000
Part-1-1.24, 1, 3.4165834446714873e-005
Part-1-1.24, 2, 3.8622608300057656e-004
Part-1-1.24, 3, 6.9278066684158947e-009
Part-1-1.24, 4, 0.0000000000000000e+000
Part-1-1.24, 5, 0.0000000000000000e+000
Part-1-1.24, 6, 0.0000000000000000e+000
Part-1-1.25, 1, 3.1730508368234373e-005
Part-1-1.25, 2, 4.0609745886441393e-004
Part-1-1.25, 3, 8.1223414705444520e-009
Part-1-1.25, 4, 0.0000000000000000e+000
Part-1-1.25, 5, 0.0000000000000000e+000
Part-1-1.25, 6, 0.0000000000000000e+000
Part-1-1.26, 1, 2.8268878681620168e-005
Part-1-1.26, 2, 4.2555626788028312e-004
Part-1-1.26, 3, 9.6845516020626507e-009
Part-1-1.26, 4, 0.0000000000000000e+000
Part-1-1.26, 5, 0.0000000000000000e+000
Part-1-1.26, 6, 0.0000000000000000e+000
Part-1-1.27, 1, 2.3676065130622207e-005
Part-1-1.27, 2, 4.4550423611680487e-004
Part-1-1.27, 3, 1.1473291746177123e-008
Part-1-1.27, 4, 0.0000000000000000e+000
Part-1-1.27, 5, 0.0000000000000000e+000
Part-1-1.27, 6, 0.0000000000000000e+000
Part-1-1.28, 1, 1.7841708649503388e-005
Part-1-1.28, 2, 4.6614413491487814e-004
Part-1-1.28, 3, 1.3303043124820913e-008
Part-1-1.28, 4, 0.0000000000000000e+000
Part-1-1.28, 5, 0.0000000000000000e+000
Part-1-1.28, 6, 0.0000000000000000e+000
Part-1-1.29, 1, 1.0534294047462993e-005
Part-1-1.29, 2, 4.8446869004708929e-004
Part-1-1.29, 3, 1.5301366386040533e-008
Part-1-1.29, 4, 0.0000000000000000e+000
Part-1-1.29, 5, 0.0000000000000000e+000
Part-1-1.29, 6, 0.0000000000000000e+000
Part-1-1.30, 1, 1.7336660365582414e-006
Part-1-1.30, 2, 5.0081388579157878e-004
Part-1-1.30, 3, 1.7499859682322890e-008
Part-1-1.30, 4, 0.0000000000000000e+000
Part-1-1.30, 5, 0.0000000000000000e+000
Part-1-1.30, 6, 0.0000000000000000e+000
Part-1-1.31, 1, -8.5732175920116329e-006
Part-1-1.31, 2, 5.1565831020265588e-004
Part-1-1.31, 3, 1.9570777560957673e-008
Part-1-1.31, 4, 0.0000000000000000e+000
Part-1-1.31, 5, 0.0000000000000000e+000
Part-1-1.31, 6, 0.0000000000000000e+000
Part-1-1.32, 1, -2.0271503382475914e-005
Part-1-1.32, 2, 5.2542643965200453e-004
Part-1-1.32, 3, 2.1690246463068733e-008
Part-1-1.32, 4, 0.0000000000000000e+000
Part-1-1.32, 5, 0.0000000000000000e+000
Part-1-1.32, 6, 0.0000000000000000e+000
Part-1-1.33, 1, -3.2965611450310970e-005
Part-1-1.33, 2, 5.2983266485265746e-004
Part-1-1.33, 3, 2.3128880626726546e-008
Part-1-1.33, 4, 0.0000000000000000e+000
Part-1-1.33, 5, 0.0000000000000000e+000
Part-1-1.33, 6, 0.0000000000000000e+000
Part-1-1.34, 1, -4.6252636484837556e-005
Part-1-1.34, 2, 5.3034885972831690e-004
Part-1-1.34, 3, 2.4321911391525206e-008
Part-1-1.34, 4, 0.0000000000000000e+000
Part-1-1.34, 5, 0.0000000000000000e+000
Part-1-1.34, 6, 0.0000000000000000e+000
Part-1-1.35, 1, -5.9516280840206129e-005
Part-1-1.35, 2, 5.2427786391726094e-004
Part-1-1.35, 3, 2.4989166097447507e-008
Part-1-1.35, 4, 0.0000000000000000e+000
Part-1-1.35, 5, 0.0000000000000000e+000
Part-1-1.35, 6, 0.0000000000000000e+000
Part-1-1.36, 1, -7.2348957960441379e-005
Part-1-1.36, 2, 5.1301238379389486e-004
Part-1-1.36, 3, 2.5808905101271133e-008
Part-1-1.36, 4, 0.0000000000000000e+000
Part-1-1.36, 5, 0.0000000000000000e+000
Part-1-1.36, 6, 0.0000000000000000e+000
Part-1-1.37, 1, -8.5264493601260047e-005
Part-1-1.37, 2, 4.9893845693032473e-004
Part-1-1.37, 3, 2.8653155120262378e-008
Part-1-1.37, 4, 0.0000000000000000e+000
Part-1-1.37, 5, 0.0000000000000000e+000
Part-1-1.37, 6, 0.0000000000000000e+000
Part-1-1.38, 1, -9.7910235505396762e-005
Part-1-1.38, 2, 4.7612240791176512e-004
Part-1-1.38, 3, 3.1309889883990095e-008
Part-1-1.38, 4, 0.0000000000000000e+000
Part-1-1.38, 5, 0.0000000000000000e+000
Part-1-1.38, 6, 0.0000000000000000e+000
Part-1-1.39, 1, -1.0777659004460411e-004
Part-1-1.39, 2, 4.4006913673231874e-004
